Name;NetWorth;Country;Source;Rank;Age;Residence;Citizenship;Status;Children;Education;Self_made;
Li Jiaquan;01.сен;China;chemicals;1664;57.0;Chengdu, China;China;;;;True;
Li Min;01.сен;China;semiconductor;1664;55.0;Fuzhou, China;China;;;;True;
Lin Dingqiang & family;01.сен;Hong Kong;real estate;1664;54.0;Beijing, China;Hong Kong;Married;;;True;
Louise Lindh;01.сен;Sweden;investments;1664;41.0;Stockholm, Sweden;Sweden;Married;;;False;
Yusaku Maezawa;01.сен;Japan;online retail;1664;45.0;Chiba, Japan;Japan;Divorced;1.0;;True;
Anand Mahindra;01.сен;India;diversified;1664;66.0;Mumbai, India;India;Married;2.0;Bachelor of Arts/Science, Harvard University;;
Willy Michel;01.сен;Switzerland;medical devices;1664;74.0;Burgdorf, Switzerland;Switzerland;Married;3.0;;True;
Lachhman Das Mittal;01.сен;India;tractors;1664;90.0;Delhi, India;India;Married;5.0;Bachelor of Arts/Science, Punjab University;;
Ermirio Pereira de Moraes;01.сен;Brazil;diversified;1664;88.0;Sao Paulo, Brazil;Brazil;Married;7.0;Bachelor of Science in Engineering, University of Tulsa;False;
Maria Helena Moraes Scripilliti;01.сен;Brazil;diversified;1664;90.0;Sao Paulo, Brazil;Brazil;Widowed;4.0;High School Graduate, High School;False;
Stefan Olsson;01.сен;Sweden;diversified;1664;72.0;London, United Kingdom;Sweden;Married;;;False;
Peng Yongdong;01.сен;China;real estate;1664;41.0;Beijing, China;China;;;;True;
Olivier Pomel;01.сен;France;cloud computing;1664;44.0;New York, New York;France;Married;;Master, Ecole centrale de Paris;True;
Larry Robbins;01.сен;United States;hedge funds;1664;51.0;Alpine, New Jersey;United States;Married;4.0;Bachelor of Arts/Science, University of Pennsylvania, The Wharton School;True;
Brian Roberts;01.сен;United States;Comcast;1664;61.0;Philadelphia, Pennsylvania;United States;Married;3.0;Bachelor of Arts/Science, University of Pennsylvania, The Wharton School;False;
Christopher Rokos;01.сен;United Kingdom;hedge fund;1664;50.0;London, United Kingdom;United Kingdom;;;Bachelor of Arts/Science, Oxford University;;
S.D. Shibulal;01.сен;India;software services;1664;;;;;;;;
Evgeny (Eugene) Shvidler;01.сен;United States;oil & gas, investments;1664;;;;;;;;
Frank Slootman;01.сен;United States;software;1664;62.0;Pleasanton, California;United States;Married;2.0;Bachelor of Science, Erasmus University Rotterdam, The Netherlands;;
Sergio Stevanato;01.сен;Italy;medical packaging;1664;78.0;Venice, Italy;Italy;Married;2.0;Law Degree, University of Ferrara;True;
Kevin Systrom;01.сен;United States;Instagram;1664;37.0;San Francisco, California;United States;Married;1.0;Bachelor of Arts/Science, Stanford University;True;
Tan Lili;01.сен;China;feed;1664;;Guangzhou, China;China;;;;True;
David Teoh & family;01.сен;Australia;telecom;1664;65.0;Sydney, Australia;Australia;Married;4.0;;True;
Patrizio Vinciarelli;01.сен;United States;electronic components;1664;74.0;Boston, Massachusetts;United States;Divorced;;Ph.D, La Sapienza University of Rome;True;
Todd Wagner;01.сен;United States;online media;1664;60.0;Dallas, Texas;United States;Married;1.0;Bachelor of Arts/Science, Indiana University;;
Wan Long;01.сен;China;food;1664;80.0;Luohe, China;China;;;;True;
Wang Jian;01.сен;China;healthcare services;1664;;;;;;;;
Wang Jilei;01.сен;China;logistics;1664;56.0;Shanghai, China;China;;;;True;
Wang Junshi & family;01.сен;China;solar energy;1664;72.0;Ningbo, China;China;;;;True;
Wei Yin-Chun;01.сен;Taiwan;food, beverages;1664;64.0;Taipei, Taiwan;Taiwan;Married;4.0;;True;
Wei Yin-Heng;01.сен;Taiwan;food, beverages;1664;62.0;Shanghai, China;Taiwan;Married;2.0;;True;
Stephen Winn;01.сен;United States;real estate services;1664;74.0;Dallas, Texas;United States;Married;;Master of Science, Stanford University;;
Gordon Wu;01.сен;Hong Kong;real estate;1664;85.0;Hong Kong, Hong Kong;Hong Kong;Married;4.0;Bachelor of Arts/Science, Princeton University;;
Yang Xuegang;01.сен;China;coking;1664;56.0;Beijing, China;China;Married;;;True;
Yu Huijiao;01.сен;China;package delivery;1664;55.0;Shanghai, China;China;Married;;;True;
Zeng Kaitian;01.сен;China;online games;1664;46.0;Shanghai, China;China;;;;True;
Changpeng Zhao;01.сен;China;cryptocurrency exchange;1664;45.0;Taiwan, China;China;;;;True;
Zhu Xingliang;01.сен;China;construction;1664;62.0;Suzhou, China;China;Married;1.0;Bachelor of Arts/Science, Suzhou University of Science and Technology;True;
Zhu Yiwen & family;01.сен;China;healthcare;1664;;Shanghai, China;China;Married;;;True;
Anita Zucker;01.сен;United States;chemicals;1664;69.0;Charleston, South Carolina;United States;Widowed;3.0;Bachelor of Arts/Science, University of Florida;;
Mohamed Al Fayed;01.авг;Egypt;retail, investments;1750;92.0;London, United Kingdom;Egypt;Married;5.0;;True;
Leslie Alexander;01.авг;United States;sports team;1750;77.0;Houston, Texas;United States;Divorced;1.0;Bachelor of Arts/Science, New York University;;
Joachim Ante;01.авг;Germany;game software;1750;38.0;Copenhagen, Denmark;Germany;In Relationship;;;True;
Roman Avdeev;01.авг;Russia;banking, development;1750;53.0;Moscow, Russia;Russia;Married;23.0;Bachelor of Science in Engineering, Moscow International University of Business and Information Technologies;True;
Arun Bharat Ram;01.авг;India;chemicals;1750;80.0;Delhi, India;India;Widowed;3.0;Bachelor of Science in Engineering, University of Michigan;False;
O. Francis Biondi;01.авг;United States;hedge funds;1750;;;;;;;;
John Bloor;01.авг;United Kingdom;real estate, manufacturing;1750;77.0;Aberdyfi, United Kingdom;United Kingdom;;;;True;
Vladimir Bogdanov;01.авг;Russia;oil;1750;69.0;Surgut, Russia;Russia;Married;1.0;Bachelor of Arts/Science, Tyumen Industrial Institute;True;
David Booth;01.авг;United States;mutual funds;1750;75.0;Austin, Texas;United States;Married;;Bachelor of Arts/Science, University of Kansas;;
Cai Mingtong;01.авг;China;electronic components;1750;69.0;Quanzhou, China;China;Married;;;True;
Yvon Chouinard;01.авг;United States;Patagonia;1750;82.0;Ventura, California;United States;Married;2.0;;True;
Jack Cockwell;01.авг;Canada;real estate, private equity;1750;80.0;Toronto, Canada;Canada;;;;True;
Kommer Damen;01.авг;Netherlands;shipbuilding;1750;77.0;Gorinchem, Netherlands;Netherlands;Married;4.0;;False;
D. Leopoldo Del Pino;01.авг;Spain;construction;1750;;;;;;;;
Jamie Dimon;01.авг;United States;banking;1750;65.0;New York, New York;United States;Married;3.0;Master of Business Administration, Harvard Business School;True;
Robert Duggan;01.авг;United States;pharmaceuticals;1750;77.0;Clearwater, Florida;United States;Married;8.0;Drop Out, University of California, Los Angeles;;
Faruk Eczacibasi;01.авг;Turkey;pharmaceuticals, diversified;1750;66.0;Istanbul, Turkey;Turkey;Married;2.0;;False;
N. Murray Edwards;01.авг;Canada;oil & gas;1750;;;;;;;;
Anthony Eisen;01.авг;Australia;fintech;1750;49.0;Melbourne, Australia;Australia;;;Bachelor of Commerce, University of New South Wales;True;
Ali Erdemoglu;01.авг;Turkey;carpet;1750;61.0;Istanbul, Turkey;Turkey;Married;3.0;;True;
James France;01.авг;United States;Nascar, racing;1750;76.0;Daytona Beach, Florida;United States;Married;3.0;Bachelor of Arts/Science, Florida Southern College;False;
Mario Gabelli;01.авг;United States;money management;1750;79.0;Greenwich, Connecticut;United States;Married;4.0;Master of Business Administration, Columbia Business School;;
Reinold Geiger;01.авг;Austria;beauty products;1750;73.0;Geneva, Switzerland;Austria;Married;;Master of Business Administration, INSEAD;True;
Rolf Gerling;01.авг;Germany;insurance;1750;66.0;Zurich, Switzerland;Germany;Married;3.0;Bachelor of Arts/Science, University of Zurich;False;
Ali Ghodsi;01.авг;Sweden;data analytics;1750;42.0;San Francisco, California;Sweden;Married;;Ph.D, KTH Royal Institute of Technology;;
Carl Hansen;01.авг;Canada;biotech;1750;47.0;Vancouver, Canada;Canada;;;Ph.D, California Institute of Technology;;
He Xinming family;01.авг;China;ceramic;1750;;;;;;;;
William Heinecke;01.авг;Thailand;hotels;1750;71.0;Bangkok, Thailand;Thailand;Married;2.0;;True;
Brian Higgins;01.авг;United States;hedge funds;1750;56.0;New York, New York;United States;;;Bachelor of Arts/Science, Villanova University;True;
David Hindawi;01.авг;United States;software;1750;76.0;Seattle, Washington;United States;Married;2.0;;True;
Drew Houston;01.авг;United States;cloud storage service;1750;38.0;San Francisco, California;United States;Single;;Bachelor of Arts/Science, Massachusetts Institute of Technology;True;
Thomas James;01.авг;United States;finance;1750;78.0;Saint Petersburg, Florida;United States;Married;2.0;Master of Business Administration, Harvard Business School;;
Stephen Jarislowsky;01.авг;Canada;money management;1750;95.0;Montreal, Canada;Canada;Married;3.0;Bachelor of Arts/Science, Cornell University;;
Jin Huiming;01.авг;China;real estate;1750;68.0;Shanghai, China;China;;;;True;
Willis Johnson;01.авг;United States;damaged cars;1750;73.0;Franklin, Tennessee;United States;Married;2.0;;True;
Dmitry Kamenshchik;01.авг;Russia;airport;1750;53.0;Moscow, Russia;Russia;Single;;Bachelor of Arts/Science, Moscow State University;True;
Ihor Kolomoyskyy;01.авг;Ukraine;banking, investments;1750;58.0;Kiev, Ukraine;Ukraine;Married;2.0;Master of Science, Dniepropetrovsk Metallurgical Institute;True;
Marc Lasry;01.авг;United States;hedge funds;1750;60.0;New York, New York;United States;Married;5.0;Bachelor of Arts/Science, Clark University;;
Lee Boo-jin;01.авг;South Korea;Samsung;1750;50.0;Seoul, South Korea;South Korea;Divorced;1.0;Bachelor of Arts/Science, Yonsei University;False;
Lei Jufang;01.авг;China;pharmaceuticals;1750;68.0;Lanzhou, China;China;Married;1.0;Bachelor of Arts/Science, Xi'an Jiaotong University;True;
Wolfgang Leitner;01.авг;Austria;engineering;1750;68.0;Graz, Austria;Austria;Married;2.0;;True;
Li Rucheng;01.авг;China;apparel;1750;69.0;Ningbo, China;China;;;;True;
Vincent Lo;01.авг;Hong Kong;real estate;1750;72.0;Hong Kong, Hong Kong;Hong Kong;Married;2.0;Bachelor of Arts/Economics, University of New South Wales;False;
Juan Lopez-Belmonte Lopez & family;01.авг;Spain;pharmacueticals;1750;;Madrid, Spain;Spain;;;;False;
Lv Dalong;01.авг;China;telecom services;1750;59.0;Beijing, China;China;;;;True;
Joao Roberto Marinho;01.авг;Brazil;media;1750;67.0;Rio de Janeiro, Brazil;Brazil;Married;3.0;;False;
Jose Roberto Marinho;01.авг;Brazil;media;1750;65.0;Rio de Janeiro, Brazil;Brazil;Married;5.0;;False;
Roberto Irineu Marinho;01.авг;Brazil;media;1750;73.0;Rio de Janeiro, Brazil;Brazil;Married;4.0;;False;
Miao Shouliang;01.авг;China;real estate;1750;66.0;Shenzhen, China;China;Married;1.0;;True;
Romano Minozzi;01.авг;Italy;utilities, diversified;1750;86.0;Spilamberto, Italy;Italy;;1.0;Bachelor of Commerce, University of Bologna;True;
Nick Molnar;01.авг;Australia;fintech;1750;30.0;Sydney, Australia;Australia;Married;;Bachelor of Commerce, University of Sydney;True;
Oei Hong Leong;01.авг;Singapore;investments;1750;73.0;Singapore, Singapore;Singapore;Married;4.0;;False;
Kazuo Okada;01.авг;Japan;casinos;1750;78.0;Tokyo, Japan;Japan;Married;3.0;;True;
John Oyler;01.авг;United States;biotech;1750;53.0;China;United States;Married;;Bachelor of Arts/Science, Massachusetts Institute of Technology;;
Husnu Ozyegin;01.авг;Turkey;finance, diversified;1750;76.0;Istanbul, Turkey;Turkey;Married;2.0;Master of Business Administration, Harvard University;;
Tor Peterson;01.авг;United States;commodities;1750;56.0;Zug, Switzerland;United States;Single;;Bachelor of Arts/Science, Duke University;True;
Jorge Pinheiro Koren de Lima;01.авг;Brazil;hospitals, health insurance;1750;48.0;Fortaleza, Brazil;Brazil;;;;False;
Candido Pinheiro Koren de Lima Junior;01.авг;Brazil;hospitals, health insurance;1750;50.0;Fortaleza, Brazil;Brazil;;;;False;
Pu Zhongjie & family;01.авг;China;medical equipment;1750;58.0;Beijing, China;China;Married;;;True;
Qin Long;01.авг;China;tire;1750;55.0;Qingdao, China;China;;;;True;
Alvaro Saieh Bendeck;01.авг;Chile;banking;1750;71.0;Santiago, Chile;Chile;Married;5.0;;True;
Glenn Sanford;01.авг;United States;real estate brokerage;1750;54.0;Blaine, Washington;United States;Married;;;True;
Leonard Schleifer;01.авг;United States;pharmaceuticals;1750;68.0;Tarrytown, New York;United States;Married;3.0;Bachelor of Arts/Science, Cornell University;;
Shang Xiaobo & family;01.авг;China;Manufacturing;1750;47.0;Hefei, China;China;Married;;;True;
Shi Wen-long;01.авг;Taiwan;plastics;1750;93.0;Tainan, Taiwan;Taiwan;Married;3.0;;True;
Shi Yifeng;01.авг;China;medical cosmetics;1750;47.0;Beijing, China;China;;;Master of Business Administration, Tsinghua University;True;
Sergei Studennikov;01.авг;Russia;liquor stores, supermarkets;1750;54.0;Moscow, Russia;Russia;;;Bachelor of Technology, Satka Mining and Ceramics College;True;
Sun Guangxin;01.авг;China;diversified;1750;58.0;Urumqi, China;China;Married;2.0;Master of Arts, Chinese Academy of Social Sciences;;
Henry Swieca;01.авг;United States;hedge funds;1750;63.0;New York, New York;United States;Married;4.0;Master of Business Administration, Columbia Business School;;
Tan Yu Yeh;01.авг;Malaysia;retail;1750;50.0;Selangor, Malaysia;Malaysia;;;;True;
Torbjorn Tornqvist;01.авг;Sweden;oil trading;1750;67.0;Geneva, Switzerland;Sweden;;;Graduate, Stockholm University;True;
Martin Viessmann;01.авг;Germany;heating and cooling equipment;1750;67.0;Allendorf, Germany;Germany;Married;2.0;Diploma, University of Erlangen;False;
Wang Lizhan;01.авг;China;sauce;1750;;Foshan, China;China;;;;True;
Wei Lidong & family;01.авг;China;software;1750;45.0;Shanghai, China;China;;;Bachelor of Arts/Science, Zhejiang University;True;
Kanye West;01.авг;United States;music, sneakers;1750;43.0;Los Angeles, California;United States;Divorced;4.0;Drop Out, Chicago State University;True;
Wu Bo;01.авг;China;machinery;1750;67.0;Nanjing, China;China;;;;True;
Wu Kaiting;01.авг;Hong Kong;electronics;1750;51.0;Xiamen, China;Hong Kong;;;;True;
Wu Xushun & family;01.авг;China;internet;1750;73.0;Wuhu, China;China;;;;True;
Xu Guozhong & family;01.авг;China;Motors;1750;57.0;Changzhou, China;China;Married;;;True;
Yang Tingdong;01.авг;China;brewery;1750;60.0;Suqian, China;China;;;;True;
Zhang Xuexin & family;01.авг;China;aluminum;1750;73.0;Liaocheng, China;China;Married;;;True;
Zhang Yubai;01.авг;China;wine;1750;56.0;Suqian, China;China;;;;True;
Zhao Weiguo;01.авг;China;IT products;1750;54.0;Beijing, China;China;;;;True;
Chirayu Amin;01.июл;India;pharmaceuticals;1833;74.0;Baroda, India;India;Married;3.0;Bachelor of Arts/Science, Baroda University;;
Marc Andreessen;01.июл;United States;venture capital investing;1833;49.0;Atherton, California;United States;Married;1.0;Bachelor of Arts/Science, University of Illinois, Urbana-Champaign;True;
Vasily Anisimov;01.июл;Russia;real estate;1833;69.0;Moscow, Russia;Russia;Divorced;4.0;Bachelor of Arts/Science, Alma-Ata Institute of National Economy;True;
Sabrina Benetton;01.июл;Italy;fashion retail, investments;1833;47.0;Treviso, Italy;Italy;Married;3.0;;False;
Nicolas Berggruen;01.июл;United States;investments;1833;59.0;Beverly Hills, California;United States;Single;;Bachelor of Arts/Science, New York University;False;
Alex Birkenstock;01.июл;Germany;shoes;1833;52.0;;Germany;;;;False;
Christian Birkenstock;01.июл;Germany;shoes;1833;48.0;Kitzbuhel, Austria;Germany;;;;False;
Henadiy Boholyubov;01.июл;Ukraine;banking, investments;1833;59.0;Dnipro, Ukraine;Ukraine;Married;5.0;;True;
Peter Buck;01.июл;United States;Subway sandwich shops;1833;90.0;Danbury, Connecticut;United States;Widowed;1.0;Bachelor of Arts/Science, Bowdoin College;;
Saket Burman;01.июл;United Kingdom;consumer goods;1833;44.0;Dubai, United Arab Emirates;United Kingdom;Single;;Bachelor of Business Administration, University of Wisconsin, Madison;False;
Stewart Butterfield;01.июл;Canada;messaging software;1833;48.0;Aspen, Colorado;Canada;Married;;Master of Philosophy, University of Cambridge;;
Giuliana Caprotti;01.июл;Italy;supermarkets;1833;80.0;Milan, Italy;Italy;Widowed;;;False;
Marina Caprotti;01.июл;Italy;supermarkets;1833;43.0;Milan, Italy;Italy;;;;False;
R.G. Chandramogan;01.июл;India;dairy;1833;;;;;;;;
Richard Chang;01.июл;Taiwan;real estate, electronics;1833;74.0;Taipei, Taiwan;Taiwan;;;;True;
Chao Teng-hsiung;01.июл;Taiwan;real estate;1833;76.0;Taipei, Taiwan;Taiwan;Married;3.0;;True;
Chen Guoxiang & family;01.июл;China;real estate;1833;70.0;Hangzhou, China;China;Married;;;True;
